symbol_index,normalized_pam4_symbol,tx_center_sample_v,channel_center_sample_v,afe_center_sample_v
2050,1.0,0.14643027920742605,-0.020212933428824284,0.010287194526828348
2076,-3.0,-0.44795940091802855,-0.051197594014178366,-0.23470291772472096
2102,-3.0,-0.44473077478910017,-0.0352564104835571,-0.2091010767435466
2127,3.0,0.44456024574202946,0.07136689848130519,0.2364121190179237
2153,3.0,0.4496588515166652,0.05215472852585668,0.2504261941226975
2179,-3.0,-0.4483004275998336,-0.07139566440739709,-0.32034689680534356
2204,-1.0,-0.1479593618345123,0.08366522674618976,0.11486500882559711
2230,-3.0,-0.4500001794517098,-0.1956089175583816,-0.4806666997954403
2256,3.0,0.4477887683822796,-0.027056328025414588,0.11746205059054445
2281,1.0,0.1501704814864087,0.06046871341585995,0.1905655880251144
2307,1.0,0.15135853901935667,0.03416788333483012,0.08124075148529912
2333,-1.0,-0.14847086459627196,0.0013508272738196425,-0.09443419883240683
2358,-3.0,-0.448129926476586,-0.08377969606257202,-0.2940679396456168
2384,1.0,0.14847108537231152,0.1024714954257657,0.24606638495148261
2409,1.0,0.15152906966860658,0.04723268243899939,0.12658580608349607
2435,1.0,0.15017059620008394,0.13730441699959833,0.28595767509597003
2461,-1.0,-0.1518701909892407,-0.039024486966711826,-0.158342976533951
2486,-1.0,-0.14982933666028742,0.07058304713191826,0.03259992911511028
2512,1.0,0.15135854248433228,0.08181907560503923,0.1411139083288454
2538,-3.0,-0.4445601558673049,-0.04755871939804331,-0.21301605926093964
2563,1.0,0.1464302024889233,-0.06754817377192432,-0.06916520788215995
2589,3.0,0.44643035288711275,0.04283594429845633,0.2567073036443752
2615,3.0,0.4447307115068069,0.03804935873375605,0.2092985571089868
2640,-3.0,-0.44438970400227745,-0.04455870076048925,-0.18637245825215637
2666,3.0,0.44660082393110334,0.06419779176639684,0.30691261892422295
2691,-1.0,-0.14677141419826928,-0.08940029686712342,-0.18009861084529943
2717,3.0,0.4447308249366131,0.03951630240113455,0.2242382018685171
2743,3.0,0.4443896385008038,-0.16519035427021234,-0.07817650954182682
2768,-3.0,-0.4443898503894371,-0.03164368700944005,-0.1804457832666845
2794,-1.0,-0.1479593951956019,0.08202515182850596,0.09884669175406322
2820,1.0,0.15135861219559604,0.07184631751699028,0.14184461648335217
2845,-3.0,-0.44999997297357586,-0.15037529069306005,-0.4104148364279722
2871,-3.0,-0.4447306655537484,-0.015851431645736457,-0.1976307987541708
2897,1.0,0.14660078693791068,0.07013550511266152,0.13910622762356348
2922,-3.0,-0.4479592304852227,-0.04859903080073458,-0.23239866905694745
2948,1.0,0.15152919989365932,0.031533186004008694,0.09815033936982606
2974,-3.0,-0.4481299291179369,-0.113240297873444,-0.33700319196949613
2999,3.0,0.44625993421019083,0.0646506899616109,0.24480357632597421
3025,-1.0,-0.14847085452363887,-0.03553128545537082,-0.12894985623151584
3050,-1.0,-0.1464302683071927,0.06018657854528163,0.03461770969788952
3076,-3.0,-0.4462597279759851,-0.08072663873319212,-0.25224416470219696
3102,-1.0,-0.146600905284747,0.013383956026028012,-0.047679398772149016
3127,3.0,0.4466007764007053,0.018907926661467823,0.25989404680903216
3153,3.0,0.44643030092807734,0.10616687518840384,0.31833367684130276
3179,-3.0,-0.4460893134629129,0.023908717636648827,-0.10558624094046695
3204,1.0,0.14812995360297285,0.016652814071348315,0.0625105540903641
3230,-3.0,-0.44965901080002535,-0.09839194835933826,-0.30604317575378526
3256,1.0,0.14660071665888988,-0.01908640642936753,0.038848864660376514
3281,-1.0,-0.14965898956476512,0.041608407179376784,0.03583069895515923
3307,-1.0,-0.14847101025590742,-0.09244903486023524,-0.19451969237952338
3333,1.0,0.14830029970012001,6.264862851080478e-06,0.05735643935044031
3358,1.0,0.14795941749400848,0.04528302678950397,0.06755326340634908
3384,1.0,0.1513586378693052,0.01239777666992042,0.04302188191145
3409,-3.0,-0.4460893742883787,-0.019368175546269288,-0.1574865748133308
3435,1.0,0.14982935523915467,-0.006808027424668863,0.047559384154421985
3461,3.0,0.4445602087345779,0.01633403996401841,0.17080844530765632
3486,-1.0,-0.14847094571408526,-0.00981739648423701,-0.11267130887301541
